T0 t0
-2.44792 198.715
3.13039 52584.7
3.50445 76438.6
2.18548 20440.5
-0.0938651 2092.11
0.0788609 2486.56
0.0277683 2362.71
-4.83828 18.2017
3.25877 59788
1.80316 13946.2
-1.88774 347.95
2.41499 25713.9
-2.66561 159.842
-0.801026 1031.5
4.87956 302355
-6.12187 5.0426
1.56629 11004.8
-0.975067 866.73
4.4184 190649
0.24167 2926.21
1.44377 9735.8
0.261968 2986.22
-0.374608 1580.01
-4.74477 19.9859
0.728676 4762.23
-1.94043 330.091
1.5782 11136.6
0.0336388 2376.62
-0.182475 1914.71
-4.01921 41.2884
2.71317 34647
-0.187297 1905.5
0.274583 3024.13
1.78745 13728.8
3.37817 67370.6
-0.810474 1021.8
-2.10081 281.176
-0.361399 1601.02
4.7055 254053
-1.84782 362.119
1.05538 6602.33
-2.88493 128.364
-3.56975 64.7185
-1.94345 329.095
3.38642 67928.6
-2.55055 179.333
1.74732 13188.7
1.53338 10648.5
-2.94109 121.353
1.44366 9734.69
-0.456878 1455.23
-3.43095 74.3548
3.83731 106628
1.17636 7451.35
4.68996 250135
-0.222419 1839.73
5.30194 461269
3.59884 84005.2
0.911213 5715.9
0.720091 4721.52
-2.08332 286.137
-0.0829483 2115.08
-0.170174 1938.4
-3.13366 100.096
1.87022 14913.3
-3.68501 57.673
1.56146 10951.8
-1.57956 473.54
1.44138 9712.53
-1.10051 764.55
-1.08483 776.63
2.29254 22750.2
2.09458 18664.4
4.70532 254007
-3.12578 100.888
-0.570152 1299.38
0.909721 5707.38
1.80374 13954.1
2.10332 18828.3
-1.35606 592.134
-1.68756 425.062
-2.803 139.323
0.579374 4101.75
0.599689 4185.93
1.76145 13376.4
-2.54853 179.696
0.739634 4814.7
2.86928 40500.7
-0.0705667 2141.43
-2.37078 214.651
-1.01749 830.731
0.420203 3498.18
3.12018 52050.5
-1.1002 764.787
1.85308 14659.9
0.307437 3125.13
2.64718 32434.3
1.83628 14415.8
3.63341 86959.9
2.30751 23093.5
0.386484 3382.19
0.133566 2626.38
5.20125 417086
5.06629 364429
1.59305 11303.3
4.89017 305579
2.40018 25335.8
3.05356 48696.2
0.263185 2989.85
-3.71673 55.8719
2.46684 27082.3
4.3888 185090
-1.05419 800.791
-3.63955 60.3548
5.4105 514162
4.00904 126606
3.17448 54955.2
-0.140682 1996.42
0.529946 3903.94
3.11689 51879.9
0.222001 2869.22
6.45933 1.46759e+06
-0.360849 1601.9
3.12452 52277.2
-1.44917 539.489
0.0977892 2534.07
1.97126 16499
2.66186 32914.1
3.97958 122930
4.94514 322846
1.26906 8175.16
2.48165 27486.4
-0.300991 1700.71
-0.69583 1145.92
0.852693 5391.01
1.27398 8215.49
3.49491 75712.6
-1.58624 470.384
1.25882 8091.84
0.051049 2418.36
0.488864 3746.8
-0.228746 1828.13
3.07742 49871.9
1.4769 10063.7
2.77413 36824.7
-1.68407 426.546
2.7622 36388.1
0.0878957 2509.13
4.48714 204217
-0.141525 1994.74
-0.0156184 2262.39
1.24755 8001.2
8.53716 1.17218e+07
2.48701 27634.2
1.08896 6827.74
-0.654822 1193.89
0.949088 5936.54
3.87476 110697
2.33932 23839.9
-0.871335 961.466
-1.85162 360.747
0.563458 4036.98
2.8862 41191.7
-1.08143 779.277
7.43212 3.88221e+06
3.28238 61216.6
0.510437 3828.51
0.571246 4068.54
-0.536594 1343.72
1.31748 8580.7
0.044448 2402.45
1.18799 7538.51
-0.962743 877.478
1.68365 12375.1
0.816043 5197
5.98979 917662
-0.253277 1783.83
1.96801 16445.5
3.14672 53450.9
-2.27766 235.601
2.94475 43675.4
-0.708379 1131.63
-1.3147 617.141
3.84389 107332
5.0854 371459
1.12509 7078.98
-2.23965 244.728
2.10809 18918.2
-1.11314 754.953
0.617132 4259.58
2.18418 20413.9
-0.630688 1223.05
-3.02182 111.941
-0.703814 1136.81
1.95769 16276.7
2.84443 39506.8
1.01388 6333.89
2.14487 19627.1
1.5419 10739.6
-0.356307 1609.19
-1.01111 836.046
1.41906 9498.15
6.19927 1.13151e+06
-0.168303 1942.04
-0.844384 987.731
2.07076 18225.1
9.13376 2.12858e+07
7.13905 2.89601e+06
2.53697 29049.6
-0.727999 1109.64
0.839225 5318.89
2.62501 31723.4
-0.650515 1199.04
2.96693 44655.3
-5.54277 8.99821
1.30639 8486.08
1.11984 7041.89
1.07384 6725.33
-2.49757 189.089
2.36722 24514.3
-1.36345 587.773
-2.48361 191.748
-2.59463 171.6
4.7531 266438
1.26511 8142.89
3.38128 67580.7
1.11281 6992.6
-0.427396 1498.77
2.1541 19809
5.14232 393217
0.915306 5739.34
2.2376 21534.1
-0.444514 1473.33
1.50309 10330.8
3.74402 97130.7
1.38796 9207.36
0.80835 5157.17
1.764 13410.5
1.76319 13399.7
3.51764 77453.6
8.87545 1.64402e+07
-0.26307 1766.45
1.97482 16557.8
-1.07078 787.616
-3.28436 86.0937
-0.128986 2019.91
-0.601727 1258.99
1.0971 6883.58
4.34519 177190
1.0887 6826
-3.53812 66.7979
1.45181 9814.37
1.53286 10643
0.363222 3304.42
8.19633 8.33628e+06
2.43312 26184.4
3.46917 73788.7
-2.3818 212.299
4.55438 218421
-0.355769 1610.06
4.9537 325624
2.32539 23510.1
1.40422 9358.22
-1.16944 713.624
-0.923758 912.362
-3.38282 78.0208
0.553895 3998.56
-0.174334 1930.36
1.77145 13510.9
-3.87205 47.8343
1.46252 9920.04
0.251414 2954.86
0.610025 4229.42
4.30144 169606
4.12026 141500
2.00038 16986.4
-2.53832 181.54
-0.105458 2068
-2.57631 174.773
1.63822 11825.5
0.223955 2874.83
6.37297 1.34615e+06
1.47437 10038.3
1.66639 12163.3
3.44991 72381.7
0.0132576 2328.67
2.02723 17448.7
-2.31629 226.672
1.5183 10489.2
1.55843 10918.7
0.252646 2958.51
-4.17041 35.4947
2.06355 18094.1
1.30561 8479.46
-1.96274 322.809
-0.0425824 2202.2
-2.82818 135.859
3.57782 82258
0.796646 5097.17
-1.16416 717.401
2.29615 22832.5
-3.25433 88.7178
2.0377 17632.4
3.11847 51961.9
3.13652 52908.3
3.12157 52123
0.192425 2785.6
0.985229 6155.02
-2.48956 190.611
5.98703 915134
-2.78112 142.405
-0.142452 1992.89
1.63784 11821
1.02628 6412.94
0.487625 3742.17
4.59806 228172
1.31986 8601.18
-0.368211 1590.15
-0.649688 1200.04
-0.663412 1183.68
-1.91879 337.312
2.70758 34453.9
-2.29531 231.478
2.16216 19969.4
0.0867392 2506.23
7.65079 4.8311e+06
2.19551 20646.5
3.78836 101534
-5.30855 11.373
3.07889 49945.5
4.63595 236982
2.38002 24830.1
-1.28657 634.744
0.228151 2886.92
0.924812 5794.16
-0.929919 906.758
1.11047 6976.21
4.41801 190576
-1.43551 546.911
0.160046 2696.85
5.07749 368532
4.29303 168186
1.29883 8422.15
1.8159 14124.9
-0.0266188 2237.64
0.305698 3119.7
0.616042 4254.94
3.68082 91181.8
0.019047 2342.19
-6.0512 5.41185
-0.578775 1288.22
4.90892 311363
2.09475 18667.6
7.84013 5.83818e+06
-2.37638 213.453
1.82781 14294.2
7.69078 5.02821e+06
-1.44674 540.8
-1.2317 670.546
1.04154 6511.56
-3.38552 77.81
1.02052 6376.08
3.03806 47947.3
0.448083 3597.08
3.11484 51773.8
3.167 54545.7
0.896096 5630.14
4.73742 262293
0.452859 3614.3
4.56212 220117
-0.635514 1217.17
-0.60277 1257.68
1.09887 6895.8
0.410769 3465.33
3.52778 78242.9
-2.59312 171.859
4.44897 196567
3.72095 94915.4
1.55089 10836.6
-0.340937 1634.12
-0.734222 1102.76
0.197986 2801.14
-0.0866157 2107.33
-1.27708 640.8
0.909157 5704.16
-3.01683 112.502
2.97925 45208.6
1.17048 7407.67
2.38415 24932.9
0.468238 3670.31
1.09922 6898.18
1.0551 6600.45
2.63473 32033
-1.38244 576.717
-0.904182 930.398
2.07782 18354.3
2.09401 18653.8
4.22878 157720
-1.55486 485.382
3.88795 112167
0.806044 5145.3
-1.09503 768.751
-0.519814 1366.46
3.08131 50066.4
3.74806 97524.4
-1.1744 710.093
2.83126 38989.8
1.54566 10780.1
2.83165 39004.9
0.574134 4080.31
-2.55888 177.845
-2.01321 306.92
-1.15437 724.457
1.80968 14037.2
0.0449494 2403.65
-0.370029 1587.26
0.722594 4733.35
1.76606 13438.2
4.8126 282771
-0.386288 1561.66
1.40814 9395.03
0.895304 5625.69
6.19418 1.12577e+06
-3.40521 76.2932
0.26947 3008.7
1.25663 8074.18
2.41107 25613.3
0.47636 3700.25
3.55369 80297.1
2.00305 17031.9
-0.490148 1407.61
-0.912065 923.093
-1.77259 390.411
-1.87909 350.972
0.100953 2542.11
-0.0268005 2237.23
0.985271 6155.28
-1.23938 665.421
3.43187 71087.2
2.62599 31754.2
-1.6259 452.096
3.70967 93851.4
-0.840024 992.047
-1.56089 482.463
-2.31592 226.757
3.59771 83910
2.65279 32616.9
1.34395 8810.89
-0.510969 1378.6
-1.98497 315.709
2.52656 28749
-3.10595 102.909
5.90265 841083
-0.0797776 2121.79
3.44964 72362
2.50699 28191.6
0.107025 2557.59
1.4583 9878.31
2.05114 17871.1
3.95158 119536
1.34899 8855.42
-2.78116 142.399
-2.40491 207.448
2.00041 16986.9
-2.42923 202.465
2.08364 18461.4
5.80672 764146
2.3492 24076.5
0.154105 2680.88
1.48724 10168.4
-0.25301 1784.31
1.41963 9503.58
7.61145 4.64472e+06
1.07581 6738.59
1.38695 9197.99
-1.47764 524.345
-3.56988 64.7101
-4.86298 17.7577
0.8441 5344.88
1.12419 7072.59
0.273342 3020.38
3.04604 48331.3
4.11764 141130
1.09271 6853.45
1.05679 6611.65
4.17925 150098
8.69658 1.37476e+07
2.67772 33440.3
3.62101 85888.4
5.22249 426037
0.406507 3450.59
3.07207 49606
5.03405 352865
0.0983463 2535.49
0.970431 6064.61
1.85235 14649.3
5.672 667836
-2.43789 200.719
-1.36101 589.213
4.51278 209521
2.27711 22402
2.04716 17800
-0.995663 849.062
3.06105 49062
-0.489185 1408.96
2.83213 39023.8
1.40592 9374.18
-2.08868 284.609
0.606172 4213.15
0.667698 4480.51
-3.04077 109.84
2.9049 41969.5
-0.37257 1583.23
-2.52967 183.117
2.61796 31500.4
3.65009 88422.3
0.655211 4424.91
1.10155 6914.27
3.54718 79775.9
-0.0794069 2122.58
-1.16911 713.859
0.525544 3886.79
5.02845 350894
3.92563 116474
0.976278 6100.17
4.01809 127757
1.14384 7212.99
-1.35473 592.922
-2.42633 203.053
4.96222 328410
1.86438 14826.5
-2.36227 216.486
-1.88864 347.634
-0.798833 1033.76
8.14167 7.89285e+06
2.94777 43807.9
5.0237 349233
-0.563737 1307.74
-1.22253 676.726
-1.06694 790.648
3.50601 76558.3
0.790145 5064.14
-1.48788 519.005
-3.05174 108.641
0.226232 2881.39
1.66056 12092.7
2.38041 24839.9
-0.141199 1995.39
2.05533 17946
3.32433 63839.4
0.815077 5191.99
2.36728 24515.9
-0.24094 1805.97
0.476908 3702.27
0.485105 3732.75
2.23441 21465.5
0.986669 6163.89
-1.36172 588.793
-0.253972 1782.59
2.59361 30742.6
1.92325 15725.6
2.86184 40200.4
1.36363 8985.98
1.75069 13233.1
2.93849 43403
-2.66381 160.129
1.70307 12617.7
3.38716 67979.4
2.00601 17082.4
2.80615 38022.9
0.0262028 2359.01
-3.07211 106.451
2.1251 19242.7
-0.00751892 2280.79
4.85995 296484
0.225915 2880.47
-2.69114 155.812
1.22414 7816.08
-0.510357 1379.45
-0.345449 1626.76
-2.78413 141.977
3.87665 110906
3.21255 57087.9
1.35338 8894.34
-0.506359 1384.97
-0.812712 1019.52
2.23264 21427.6
2.44119 26396.5
2.15937 19913.7
1.99871 16958.2
2.52051 28575.6
3.69737 92703.5
3.92433 116323
1.63005 11729.3
3.38995 68169.2
-0.640917 1210.61
0.992005 6196.87
1.3009 8439.65
3.68485 91550.7
0.612279 4238.96
1.81274 14080.4
-0.402675 1536.28
-2.57018 175.846
-1.68624 425.623
-2.98085 116.623
2.582 30387.8
3.22501 57803.4
4.21979 156308
-2.79022 141.115
3.39878 68773.3
-1.96464 322.196
1.30327 8459.65
4.75742 267590
0.551781 3990.11
-1.7746 389.63
1.71578 12779.2
-1.91902 337.232
-2.25394 241.256
-1.30875 620.825
0.993707 6207.43
1.01681 6352.48
3.649 88326.8
1.9194 15665.2
-0.520516 1365.5
-0.0172032 2258.81
-1.86455 356.11
1.81559 14120.5
1.75655 13310.9
2.51837 28514.4
3.39461 68487.2
-2.53132 182.815
-2.20756 252.708
1.15782 7314.51
1.91234 15555
-1.69706 421.043
-4.86357 17.7471
-0.339958 1635.72
-3.48001 70.7949
-1.38135 577.349
0.165238 2710.89
0.556703 4009.8
2.0456 17772.4
-1.39097 571.818
-3.67993 57.9665
5.0781 368757
0.455769 3624.83
1.54431 10765.5
-0.858445 973.94
5.05431 360089
3.162 54273.9
1.53978 10716.9
-2.50685 187.344
4.20468 153963
-2.70081 154.313
2.9867 45546.9
1.78849 13743
0.991425 6193.27
1.61055 11502.8
-2.44133 200.029
-0.207163 1868.01
7.20979 3.10828e+06
0.06503 2452.41
1.4392 9691.4
1.63811 11824.2
5.34196 480105
0.462051 3647.67
1.10062 6907.86
4.42058 191067
-0.315876 1675.59
3.80491 103229
-0.907387 927.421
-1.06708 790.535
3.25669 59664.2
-0.156546 1965
-2.13996 270.381
-1.15929 720.9
0.630167 4315.47
1.20055 7633.79
-1.78395 386.002
0.0369006 2384.38
-0.685498 1157.82
5.80149 760159
2.4077 25527.1
-3.1619 97.3089
1.64929 11957.1
3.12928 52526.7
-4.61602 22.7321
-1.38876 573.086
-0.962574 877.626
0.155843 2685.54
-0.744063 1091.96
0.45028 3604.99
-1.59354 466.963
0.11632 2581.47
4.44984 196740
4.88978 305459
4.03756 130268
2.12255 19193.9
0.5884 4138.94
-0.228139 1829.24
1.05778 6618.17
2.9969 46013.8
1.76294 13396.3
2.65402 32657.1
2.68337 33629.8
-0.947364 891.077
1.09999 6903.53
-3.03248 110.754
3.5408 79268.3
3.62067 85859
-1.13731 736.921
0.376836 3349.71
1.79698 13860.1
5.04114 355376
-1.79493 381.787
-0.531484 1350.61
-0.938315 899.177
0.480516 3715.66
1.44569 9754.48
-2.64268 163.549
1.56172 10954.6
2.40084 25352.6
1.77659 13580.4
2.9173 42493.1
-0.686327 1156.86
-4.4513 26.8025
-1.24244 663.387
1.31032 8519.49
-2.26892 237.668
2.52638 28743.7
5.92954 864004
-4.95476 16.2004
-1.98525 315.622
2.94006 43471
5.54658 589116
2.45102 26657.2
-0.679012 1165.36
1.47987 10093.7
2.05303 17904.8
1.16818 7390.67
1.03617 6476.66
1.28605 8315.23
-2.11516 277.171
-0.437112 1484.28
-0.099397 2080.57
2.18153 20360
-3.67238 58.4059
-2.36835 215.172
2.96188 44430.2
0.962439 6016.33
2.12386 19219
0.66192 4454.7
4.07539 135291
-0.399882 1540.58
2.2038 20818.4
5.35135 484629
0.685204 4559.64
-1.18952 699.439
-1.49744 514.065
1.62631 11685.5
-3.54542 66.3124
1.52291 10537.6
0.206979 2826.44
2.90897 42140.6
2.8135 38303.3
0.101051 2542.35
1.80999 14041.6
3.65159 88555.6
-3.71039 56.2276
-0.507979 1382.73
3.37233 66978.2
-1.16548 716.454
-4.58211 23.516
0.0256674 2357.75
4.18242 150574
0.0101589 2321.46
6.82748 2.12074e+06
1.09755 6886.65
-1.40703 562.713
2.1718 20162.8
1.95922 16301.6
6.08935 1.01373e+06
6.39559 1.37695e+06
2.75265 36042.1
1.84694 14570.2
-0.0669481 2149.19
0.017151 2337.75
1.86891 14893.9
-0.422577 1506.01
0.818073 5207.57
0.21617 2852.54
-3.18241 95.334
-2.09716 282.205
0.846485 5357.64
1.63848 11828.5
-0.705493 1134.9
-1.96841 320.981
0.737653 4805.17
-1.72554 409.221
-0.584887 1280.37
-0.415386 1516.88
0.535131 3924.23
-2.67454 158.421
1.97083 16491.8
-0.518031 1368.9
3.76246 98938.2
-2.12107 275.538
5.46477 542837
3.57772 82249.8
3.35843 66053.9
3.83818 106722
-0.25397 1782.59
4.18196 150505
3.88135 111429
-0.554323 1320.11
-1.52234 501.427
3.35738 65984.2
3.92118 115956
3.54194 79358.4
-0.106532 2065.78
-3.54912 66.0673
1.55305 10860.1
0.515714 3848.77
0.633273 4328.89
-0.107627 2063.52
-4.61722 22.7048
2.45481 26758.4
-2.16689 263.198
2.54579 29307.2
0.190618 2780.57
2.00767 17110.7
-2.50634 187.439
2.31423 23249.1
-0.231549 1823.01
2.55416 29553.6
-1.45537 536.156
2.4644 27016.2
0.120912 2593.35
-1.54295 491.196
3.88165 111462
-1.25618 654.334
0.164546 2709.01
1.91612 15613.8
-0.0579607 2168.59
-2.47687 193.045
1.70298 12616.7
2.2342 21461
-0.789168 1043.8
-0.394214 1549.33
2.78453 37209.7
2.14939 19715.9
2.43515 26237.5
2.38714 25007.5
-2.26936 237.564
-0.515886 1371.84
0.435102 3550.69
-0.632508 1220.83
-2.44199 199.897
5.20476 418551
-0.445124 1472.43
2.76671 36552.5
-1.46866 529.079
-3.92228 45.4908
2.50877 28242
-5.73544 7.4213
-2.05178 295.307
1.31581 8566.4
3.6138 85271.3
5.96892 898711
0.896251 5631.02
-0.65181 1197.49
-2.54303 180.687
0.458615 3635.17
0.320086 3164.91
0.214999 2849.2
1.4379 9678.76
-0.674827 1170.24
0.870965 5490.42
0.0370118 2384.65
3.76029 98724.5
5.50517 565218
2.89724 41649
2.76784 36593.7
-2.28503 233.87
0.557706 4013.83
0.151898 2674.97
-1.60314 462.506
4.35292 178566
5.14004 392319
0.328316 3191.07
0.422938 3507.76
3.42556 70640.1
3.90793 114430
-0.488614 1409.77
4.81686 283979
3.38464 67807.7
1.03271 6454.31
-0.643326 1207.69
3.32332 63775
4.97323 332046
-2.83184 135.362
-4.31216 30.8037
-0.25686 1777.45
3.09436 50724
1.58856 11252.6
2.04851 17824.1
2.58744 30553.4
3.14389 53299.8
2.84007 39334.6
-0.568522 1301.5
5.09405 374685
-1.08533 776.24
-1.13591 737.953
1.13084 7119.76
2.22779 21324
-3.84511 49.1405
4.36525 180782
-1.28711 634.404
4.86563 298172
2.67714 33420.9
0.228197 2887.05
-0.278454 1739.48
0.350457 3262.51
3.81685 104469
-1.71675 412.835
-1.6782 429.057
2.72506 35061.2
0.201465 2810.9
3.034 47752.6
-3.58195 63.9337
-0.619633 1236.65
5.6769 671112
0.326218 3184.38
6.06385 988199
-5.35834 10.8206
2.73304 35342.3
-1.84323 363.786
0.00625003 2312.41
-0.30221 1698.64
-3.66592 58.7842
-0.724141 1113.93
2.17657 20259.2
1.60649 11456.2
0.916206 5744.51
-2.78786 141.448
5.40753 512637
0.0176416 2338.9
-0.452366 1461.81
1.00469 6275.96
1.51101 10413
0.337149 3219.38
-0.308964 1687.21
-1.42678 551.708
2.80515 37984.7
4.24398 160135
4.32077 172917
7.08465 2.74267e+06
-2.659 160.902
4.38353 184117
3.77709 100397
2.87756 40837.6
1.63688 11809.7
3.90714 114340
0.842906 5338.5
1.925 15753.1
1.46781 9972.68
2.08619 18508.5
0.420411 3498.91
-1.73288 406.228
1.22843 7849.69
1.3174 8580.08
5.23954 433364
4.13564 143692
2.48287 27520
-4.13147 36.9043
0.869957 5484.88
2.50692 28189.7
-0.411001 1523.54
-0.464251 1444.54
0.151559 2674.06
-0.390651 1554.86
2.20599 20864.1
0.125038 2604.08
3.46188 73253.4
2.75946 36288.3
4.28795 167333
-0.48037 1421.44
2.40071 25349.1
2.54289 29222.1
-0.168386 1941.87
5.12523 386555
1.52843 10596
1.40615 9376.36
0.57133 4068.88
3.38778 68021
1.6925 12485.1
2.83423 39105.7
-2.2269 247.868
-1.88636 348.429
1.59255 11297.6
-0.391008 1554.31
4.28533 166895
1.03203 6449.94
2.83541 39152.1
8.51968 1.15186e+07
1.69508 12517.4
-0.844773 987.347
2.7427 35685.5
2.10893 18934.1
3.94246 118451
3.25323 59457.8
3.21202 57057.3
6.17922 1.10905e+06
0.458118 3633.36
0.121269 2594.28
3.17786 55141.2
3.05217 48628.3
-3.059 107.855
0.667554 4479.87
2.27489 22352.3
6.20129 1.1338e+06
-4.26547 32.2761
0.674799 4512.44
-0.275001 1745.5
2.13251 19386
0.156052 2686.1
-1.59648 465.592
3.5403 79229
3.055 48766.3
-0.419617 1510.47
0.947578 5927.59
-1.9422 329.506
-2.39469 209.579
-1.42493 552.725
0.466408 3663.6
-3.07084 106.586
0.0969612 2531.98
0.619296 4268.81
0.505028 3807.86
-2.95761 119.365
1.51348 10438.7
0.94966 5939.94
0.00688897 2313.89
-0.637183 1215.14
-0.876485 956.527
2.28827 22653.5
3.61497 85370.9
2.36666 24500.7
-0.258032 1775.37
1.95131 16173
0.716116 4702.79
-0.448711 1467.16
2.43283 26176.7
0.641971 4366.71
-1.73187 406.637
0.188851 2775.67
2.21064 20961.4
7.34055 3.54249e+06
2.89919 41730.4
2.49173 27764.7
4.20193 153541
1.44718 9769.01
0.141409 2647.06
-3.36233 79.6355
5.822 775908
1.83413 14384.8
-0.763294 1071.16
1.61412 11544
0.288471 3066.42
2.95861 44285
-2.68228 157.199
1.62644 11687
3.37883 67415.4
1.11272 6991.96
2.38174 24872.8
5.48104 551741
2.55442 29561.2
4.83961 290513
0.980939 6128.67
-0.110689 2057.21
-1.92774 334.306
-0.719041 1119.63
-1.58424 471.326
3.62038 85834.2
-1.40268 565.162
-2.73764 148.733
3.17399 54928.5
0.999704 6244.76
1.4836 10131.4
1.68099 12342.2
0.997964 6233.9
1.33866 8764.45
1.87183 14937.4
0.166571 2714.51
3.75478 98181.6
-0.88141 951.828
3.73132 95904.9
-2.25308 241.462
2.86142 40183.4
-0.736014 1100.79
-0.734199 1102.79
-1.05179 802.717
-1.07965 780.663
1.1982 7615.91
0.452166 3611.8
1.50475 10348
-2.22273 248.903
1.16452 7363.69
0.255495 2966.95
-1.26094 651.223
1.83586 14409.7
0.168593 2720
0.840952 5328.08
1.29143 8360.09
1.34006 8776.69
-0.23295 1820.46
0.136737 2634.72
1.48169 10112
5.30039 460555
1.25373 8050.8
-0.0846467 2111.49
-3.6924 57.2479
3.78994 101695
-1.06116 795.229
0.402595 3437.12
-1.93733 331.115
3.25194 59381.6
2.11566 19062
3.00386 46335.2
-4.16818 35.5741
0.503598 3802.42
0.633214 4328.64
-1.63696 447.124
0.257859 2973.97
1.67716 12295.1
0.632759 4326.67
1.53232 10637.3
1.06839 6688.77
0.829262 5266.16
3.85092 108090
1.8 13902.1
4.58153 224432
3.52727 78203.1
4.33776 175879
-0.914683 920.679
-3.42977 74.4423
1.47888 10083.7
0.177339 2743.89
0.47493 3694.96
-1.9317 332.983
-3.14696 98.7737
5.29133 456399
-0.991928 852.239
6.03169 956933
-2.46474 195.401
-0.0307679 2228.37
-2.97894 116.846
-0.114713 2048.95
0.856588 5412.05
-0.520253 1365.86
0.89125 5602.93
2.58674 30532
0.595607 4168.87
-4.02506 41.0477
2.73115 35275.4
-1.03592 815.563
-4.417 27.7379
0.900571 5655.4
-1.85092 361
-1.37991 578.179
2.82996 38939
0.526693 3891.26
1.87125 14928.7
-0.427149 1499.14
2.1184 19114.3
2.99936 46126.9
-2.70515 153.645
-1.50405 510.679
0.633448 4329.65
4.56119 219913
1.2596 8098.18
5.70631 691142
4.76373 269285
0.986554 6163.18
-0.567687 1302.59
4.98563 336188
1.71977 12830.3
7.07586 2.71867e+06
-0.354838 1611.56
1.86288 14804.4
0.950778 5946.59
-2.18272 259.063
-0.490116 1407.65
1.57843 11139.2
3.0428 48174.9
2.96544 44588.8
4.44681 196144
2.15443 19815.6
-0.75231 1082.99
1.3293 8682.77
0.990459 6187.3
-2.22768 247.674
1.0414 6510.64
0.96208 6014.17
6.90703 2.29634e+06
0.702088 4637.28
-1.00247 843.3
3.86737 109882
-1.46904 528.878
1.59298 11302.5
7.00164 2.5242e+06
1.72146 12852
2.76085 36338.8
-1.56594 480.034
-1.16757 714.956
4.01215 127001
-1.48738 519.264
2.89281 41465
1.26776 8164.5
2.78273 37142.7
0.943928 5905.99
1.45956 9890.78
3.23977 58663.1
2.24417 21676
-2.57286 175.377
3.43871 71575.4
0.782981 5027.99
-0.184067 1911.66
0.929164 5819.43
-1.23656 667.3
1.97798 16610.2
6.06003 984432
3.00821 46537
1.37826 9118.46
0.328187 3190.65
0.481235 3718.33
-3.14855 98.6174
-1.15595 723.314
5.72823 706458
5.07612 368029
0.41737 3488.28
-2.90152 126.252
-0.86237 970.124
-0.096863 2085.85
-0.47946 1422.73
-1.78976 383.766
1.53487 10664.4
1.74063 13100.7
1.60015 11383.7
-4.50651 25.3628
3.54221 79379.9
-0.775799 1057.85
1.00881 6301.89
0.0230671 2351.62
2.25566 21926.6
3.31676 63357.8
-3.14546 98.9223
0.499004 3784.99
1.62739 11698.1
2.218 21116.1
-1.17673 708.44
4.32321 173339
-1.01169 835.563
-2.17381 261.381
-1.59128 468.02
2.7059 34395.9
-3.50376 69.1333
-0.175248 1928.59
8.39534 1.01719e+07
2.0205 17331.8
-0.858961 973.437
3.9118 114875
3.04707 48381
3.43707 71458.1
-0.486334 1412.99
1.76295 13396.4
-2.93456 122.148
3.74733 97453.2
-2.043 297.91
-2.87544 129.588
-0.324357 1661.44
-1.96169 323.146
0.612101 4238.21
3.56538 81240.6
-4.02288 41.1373
0.401358 3432.87
-1.66294 435.659
4.79674 278322
-1.66859 433.2
-1.08375 777.466
-0.260744 1770.56
2.24668 21730.6
1.14753 7239.63
3.51892 77553
-0.165602 1947.29
-1.3997 566.849
-1.0224 826.66
4.55492 218539
-2.48489 191.504
2.30159 22957
1.35257 8887.2
1.35064 8870.03
3.47273 74052.3
-3.00803 113.496
-2.40372 207.696
3.21399 57170
-0.0562781 2172.24
3.91053 114728
3.67048 90244
2.31702 23314.1
4.17424 149348
2.59268 30714
0.62234 4281.83
-0.925801 910.499
-3.11987 101.486
1.80017 13904.4
1.97306 16528.8
-0.186643 1906.74
0.48031 3714.89
0.2978 3095.16
2.25914 22003
0.61593 4254.47
6.32439 1.28232e+06
7.16501 2.97217e+06
-0.163912 1950.58
1.08182 6779.2
-1.62253 453.622
0.0154666 2333.82
2.8129 38280.3
0.125371 2604.94
4.80887 281718
-0.126915 2024.1
0.909793 5707.79
3.35025 65515.6
-0.492085 1404.88
0.427328 3523.19
2.69804 34126.7
-0.333512 1646.29
2.48178 27489.9
0.117869 2585.47
2.06905 18194
1.01573 6345.62
3.39284 68365.9
2.22636 21293.3
2.22844 21337.8
1.62176 11632.5
2.79864 37738.4
-0.429411 1495.75
1.88955 15204.5
-3.41684 75.411
-0.00665544 2282.76
4.47567 201886
0.606469 4214.41
1.14264 7204.31
1.40123 9330.35
2.26518 22136.2
1.87246 14946.9
-1.7281 408.174
2.47719 27364.2
0.523812 3880.06
2.58653 30525.8
3.86467 109586
3.2553 59581.4
2.1267 19273.7
-5.24036 12.1757
-0.198849 1883.61
4.10351 139149
1.68346 12372.7
-1.73717 404.487
-0.125649 2026.66
3.38445 67795.3
-2.05042 295.707
0.634277 4333.24
0.71111 4679.3
-1.05488 800.242
5.12005 384556
-0.740118 1096.28
1.52325 10541.2
2.11349 19020.7
4.93562 319789
2.58908 30603.7
0.139977 2643.27
7.27876 3.33025e+06
-0.129398 2019.08
2.05312 17906.4
-0.578561 1288.5
4.452 197164
3.4126 69730.6
1.09768 6887.55
0.217739 2857.02
-0.973838 867.796
-2.41375 205.623
-3.94081 44.6559
-3.73145 55.0554
1.82844 14303.2
0.934667 5851.55
5.02888 351046
-1.59337 467.044
0.525875 3888.07
-1.41807 556.533
-1.85749 358.634
0.796981 5098.87
1.53556 10671.8
3.48566 75015.9
-0.633338 1219.82
3.39638 68608.7
